Title,Link,Job Type,Campany,Location
Recruitment Specialist,https://wuzzuf.net/jobs/p/MoU8MQvXnNLk-Recruitment-Specialist-Data-Science-Giza-Egypt,Full TimeOn-site,Data Science -,"Hadayek October, Giza, Egypt "
Data Science Instructor,https://wuzzuf.net/jobs/p/xoIsNVxK5IYt-Data-Science-Instructor-EpsilonAI-Cairo-Egypt,Full TimePart TimeHybrid,EpsilonAI -,"Nasr City, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/wI3Thsl5lvm8-Data-Analyst-Giza-Egypt,Full TimeHybrid,Confidential -,"Mohandessin, Giza, Egypt "
Data Management Consultant,https://wuzzuf.net/jobs/p/JB5WCwEdexgY-Data-Management-Consultant-Transformation-Experts-Cairo-Egypt,Full TimeFreelance / ProjectRemote,Transformation Experts -,"Nasr City, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/Q2yPRfwbwbYt-Data-Analyst-Sequel-Solutions-Cairo-Egypt,Full TimeRemote,Sequel Solutions -,"Cairo, Egypt "
Data Secuity Administrator,https://wuzzuf.net/jobs/p/ahU4gATpa1wo-Data-Secuity-Administrator-Cairo-Egypt,Full TimeOn-site,Confidential -,"Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/V7KZ7MXENQzR-Senior-Data-Analyst-Partners-Outsourcing-Solutions-Alexandria-Egypt,Full TimeOn-site,Partners Outsourcing Solutions -,"San Stefano, Alexandria, Egypt "
Data Scientist,https://wuzzuf.net/jobs/p/oXGuBSKjYv5b-Data-Scientist-Lumin-Giza-Egypt,Full TimeHybrid,Lumin -,"Sheikh Zayed, Giza, Egypt "
Data Analysis/Analytics Instructor (Excel - Power BI),https://wuzzuf.net/jobs/p/BU3QKvgTDjow-Data-AnalysisAnalytics-Instructor-Excel---Power-BI-EpsilonAI-Cairo-Egypt,Full TimePart TimeFreelance / ProjectHybrid,EpsilonAI -,"Nasr City, Cairo, Egypt "
Data Engineer,https://wuzzuf.net/jobs/p/Plo41A6vWmp9-Data-Engineer-Paymob-Solutions-Cairo-Egypt,Full TimeHybrid,Paymob Solutions -,"Maadi, Cairo, Egypt "
Senior Data Scientist - Hybrid,https://wuzzuf.net/jobs/p/vNVfWIIz9Knf-Senior-Data-Scientist---Hybrid-Seoudi-Supermarket-Giza-Egypt,Full TimeHybrid,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt "
Data Analyst Specialist - FMCG,https://wuzzuf.net/jobs/p/52X4q71U8eqJ-Data-Analyst-Specialist---FMCG-Cairo-Egypt,Full TimeOn-site,Confidential -,"Obour City, Cairo, Egypt "
Senior Data Engineer ( Informatica Experience),https://wuzzuf.net/jobs/p/AfqnVxatPPTp-Senior-Data-Engineer-Informatica-Experience-BBI-Consultancy-Cairo-Egypt,Full TimeHybrid,BBI-Consultancy -,"Nasr City, Cairo, Egypt "
Administrative Assistant,https://wuzzuf.net/jobs/p/g8gbprZ3fKB8-Administrative-Assistant-Data-Science-Giza-Egypt,Full TimeOn-site,Data Science -,"Hadayek October, Giza, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/swnepdY8bJoV-Senior-Data-Analyst-Trufla-Cairo-Egypt,Full TimeHybrid,Trufla -,"Cairo, Egypt "
Business Analyst,https://wuzzuf.net/jobs/p/U4w1YCO6WgTm-Business-Analyst-Transformation-Experts-Cairo-Egypt,Full TimeFreelance / ProjectRemote,Transformation Experts -,"Cairo, Egypt "
political science and economics researcher (Experienced),https://wuzzuf.net/jobs/p/umsiwqIqReoJ-political-science-and-economics-researcher-Experienced-الناجح-للخدمات-والاستشارات-التعليمية-والطلابية-Cairo-Egypt,Full TimeHybrid,الناجح للخدمات والاستشارات التعليمية والطلابية -,"Mokattam, Cairo, Egypt "
Coders - AI Training,https://wuzzuf.net/jobs/p/YrwjbN7YAfEQ-Coders---AI-Training-Braintrust-San-Francisco-United-States,Part TimeFreelance / ProjectRemote,Braintrust -,"San Francisco, United States "
Data Analyst,https://wuzzuf.net/internship/zcMtcA8HdsYD-Data-Analyst-Sequel-Solutions-Cairo-Egypt,InternshipRemote,Sequel Solutions -,"Cairo, Egypt "
Senior Data Analyst,https://wuzzuf.net/jobs/p/yzcJX8iJQBXj-Senior-Data-Analyst-Al-Ahly-Medical-Company-Giza-Egypt,Full TimeOn-site,Al Ahly Medical Company -,"Giza, Giza, Egypt "
Sr. Network and Security Engineer,https://wuzzuf.net/jobs/p/lQozdvwWlJSg-Sr-Network-and-Security-Engineer-Compuroots-Cairo-Egypt,Full TimeOn-site,Compuroots -,"Nasr City, Cairo, Egypt "
iOS Developer,https://wuzzuf.net/jobs/p/5qxp1iJMFZAv-iOS-Developer-Madar-Soft-Alexandria-Egypt,Full TimeRemote,Madar Soft -,"Fleming, Alexandria, Egypt "
"Email&Chat (Etisalat UAE), English Account Advisor, Maadi",https://wuzzuf.net/jobs/p/h2iE91BF5DoM-EmailChat-Etisalat-UAE-English-Account-Advisor-Maadi-Etisalat-Egypt-Cairo-Egypt,Full TimeOn-site,Etisalat Egypt -,"Maadi, Cairo, Egypt "
Group IT Manager (MS Dynamics Experience),https://wuzzuf.net/jobs/p/vZG0Oh3E0ktM-Group-IT-Manager-MS-Dynamics-Experience-Cairo-Egypt,Full TimeOn-site,Confidential -,"New Cairo, Cairo, Egypt "
Data Science Analytics Analyst,https://wuzzuf.net/jobs/p/g/ly9lE2k0IiAr-Data-Science-Analytics-Analyst-Accenture-Middle-East-Dubai-United-Arab-Emirates,Full Time,Accenture Middle East -,"Dubai, United Arab Emirates "
Data Science Analytics Analyst,https://wuzzuf.net/jobs/p/g/jaQqjtcGhG3L-Data-Science-Analytics-Analyst-Accenture-Abu-Dhabi-United-Arab-Emirates,Full Time,Accenture -,"Abu Dhabi, United Arab Emirates "
BI Developer/ Data Engineer,https://wuzzuf.net/jobs/p/lqjnl3q3JFAc-BI-Developer-Data-Engineer-Cairo-Egypt,Full TimeOn-site,Confidential -,"Heliopolis, Cairo, Egypt "
Data Science Analyst - Training Program,https://wuzzuf.net/jobs/p/g/wW0UCssWvWgb-Data-Science-Analyst---Training-Program-Skill-Farm-Riyadh-Saudi-Arabia,Full Time,Skill Farm -,"Riyadh, Saudi Arabia "
Remote Data Science Analyst (Python),https://wuzzuf.net/jobs/p/g/o5Hjfbg2xjcT-Remote-Data-Science-Analyst-Python-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Consulting | AI&Data | Data Science Senior Manager,https://wuzzuf.net/jobs/p/g/drWeLebtauOX-Consulting-AIData-Data-Science-Senior-Manager-Deloitte-Dubai-United-Arab-Emirates,Full Time,Deloitte -,"Dubai, United Arab Emirates "
"English Customer Service, Email&Chat Account (Etisalat UAE)",https://wuzzuf.net/jobs/p/hNkR9SGQwitn-English-Customer-Service-EmailChat-Account-Etisalat-UAE-Etisalat-Egypt-Cairo-Egypt,Full TimeOn-site,Etisalat Egypt -,"Maadi, Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/PjEL8BkeqRTd-Data-Analyst-Kellogg-Tolaram-Noodles-Egypt-LLC-Cairo-Egypt,Full TimeOn-site,Kellogg Tolaram Noodles Egypt LLC -,"Cairo, Egypt "
Remote Python Data Science Analyst,https://wuzzuf.net/jobs/p/g/e2edgsmq7pml-Remote-Python-Data-Science-Analyst-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Remote Data Science Analyst,https://wuzzuf.net/jobs/p/g/ArzUpQrIAf5U-Remote-Data-Science-Analyst-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Senior Data Analyst Specialist,https://wuzzuf.net/jobs/p/QK5LF3SnRhJn-Senior-Data-Analyst-Specialist-Cairo-Three-A-Poultry-Cairo-Egypt,Full TimeOn-site,Cairo Three A Poultry -,"Cairo, Egypt "
"Associate Director, Data Science",https://wuzzuf.net/jobs/p/g/fhIWmVdkl2DZ-Associate-Director-Data-Science-ROSHN-l-روشن-Riyadh-Saudi-Arabia,Full Time,ROSHN l روشن -,"Riyadh, Saudi Arabia "
"Call Center Advisor for A corporate account (English Department), Etisalat UAE Project",https://wuzzuf.net/jobs/p/MIWJKbdw80Hl-Call-Center-Advisor-for-A-corporate-account-English-Department-Etisalat-UAE-Project-Etisalat-Egypt-Cairo-Egypt,Full TimeOn-site,Etisalat Egypt -,"Maadi, Cairo, Egypt "
"Call Center Advisor (English Queue) at Etisalat UAE Project, Corporate Account",https://wuzzuf.net/jobs/p/KOaQuYJECXit-Call-Center-Advisor-English-Queue-at-Etisalat-UAE-Project-Corporate-Account-Etisalat-Egypt-Cairo-Egypt,Full TimeOn-site,Etisalat Egypt -,"Maadi, Cairo, Egypt "
"Call Center Advisor (English Queue), Etisalat UAE project (Corporate Account)",https://wuzzuf.net/jobs/p/Zi8eQpzNgDbG-Call-Center-Advisor-English-Queue-Etisalat-UAE-project-Corporate-Account-Etisalat-Egypt-Cairo-Egypt,Full TimeOn-site,Etisalat Egypt -,"Maadi, Cairo, Egypt "
"QNB2862-Assistant Vice President, Data Science",https://wuzzuf.net/jobs/p/g/ldKFIH06PByl-QNB2862-Assistant-Vice-President-Data-Science-QNB-Group-Doha-Qatar,Full Time,QNB Group -,"Doha, Qatar "
business management and human resources researcher (Experienced),https://wuzzuf.net/jobs/p/CwVoOg1yQopV-business-management-and-human-resources-researcher-Experienced-الناجح-للخدمات-والاستشارات-التعليمية-والطلابية-Cairo-Egypt,Full TimeHybrid,الناجح للخدمات والاستشارات التعليمية والطلابية -,"Mokattam, Cairo, Egypt "
IT Specialist,https://wuzzuf.net/jobs/p/EgjO7nrlYRv8-IT-Specialist-Rockal-Cairo-Egypt,Full TimeOn-site,Rockal -,"Nasr City, Cairo, Egypt "
BI Analyst,https://wuzzuf.net/jobs/p/kS1VuG52CU1p-BI-Analyst-Kandil-Industries-Cairo-Egypt,Full TimeOn-site,Kandil Industries -,"10th of Ramadan City, Cairo, Egypt "
Real Estate Data Analyst,https://wuzzuf.net/jobs/p/Xt3CmVfmvjR8-Real-Estate-Data-Analyst-LandPenguin-Henderson-United-States,Full TimeRemote,LandPenguin -,"Henderson, United States "
Senior Data/BI Engineer,https://wuzzuf.net/jobs/p/MGKz80Dcgc7m-Senior-DataBI-Engineer-Evolvice-GmbH-Cairo-Egypt,Full TimeOn-site,Evolvice GmbH -,"Maadi, Cairo, Egypt "
Remote Data Scientist,https://wuzzuf.net/jobs/p/g/DwakoUpuAjUC-Remote-Data-Scientist-Turing-Cairo-Egypt,Full Time,Turing -,"Cairo, Egypt "
Data Engineer - Global/Remote,https://wuzzuf.net/jobs/p/g/eoiZTUXaTsfw-Data-Engineer---GlobalRemote-MixRank-Cairo-Egypt,Full Time,MixRank -,"Cairo, Egypt "
Data management Business Analyst,https://wuzzuf.net/jobs/p/g/XBJtJhhfvyzC-Data-management-Business-Analyst-Cloudberry-Solutions-Cairo-Egypt,Full Time,Cloudberry Solutions -,"Cairo, Egypt "
Data Analyst - GLOBALLY REMOTE,https://wuzzuf.net/jobs/p/g/z31As1XGm4gl-Data-Analyst---GLOBALLY-REMOTE-Amini-Dubai-United-Arab-Emirates,Full Time,Amini -,"Dubai, United Arab Emirates "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/BJzEwXsXToqW-Senior-Data-Analyst-Hypemasters-Dubai-United-Arab-Emirates,Full Time,Hypemasters -,"Dubai, United Arab Emirates "
Data Scientist - BCG X,https://wuzzuf.net/jobs/p/g/EnmeRC7hjU8r-Data-Scientist---BCG-X-BCG-X-Dubai-United-Arab-Emirates,Full Time,BCG X -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/SmYQe30cg51Y-Data-Analyst-MDAR-Food-Company-Dubai-United-Arab-Emirates,Full Time,MDAR Food Company -,"Dubai, United Arab Emirates "
AWS Big Data Engineer,https://wuzzuf.net/jobs/p/g/RD3zvku2qTUK-AWS-Big-Data-Engineer-Rackspace-Technology-Cairo-Egypt,Full Time,Rackspace Technology -,"Cairo, Egypt "
Senior AWS Big Data Engineer,https://wuzzuf.net/jobs/p/g/CQ0U3K8AIHbT-Senior-AWS-Big-Data-Engineer-Onica-by-Rackspace-Technology-Cairo-Egypt,Full Time,Onica by Rackspace Technology -,"Cairo, Egypt "
SAP Data Lake & Report Design,https://wuzzuf.net/jobs/p/g/8rDApjwHkrx7-SAP-Data-Lake-Report-Design-Modis-Kuwait-City-Kuwait,Full Time,Modis -,"Kuwait City, Kuwait "
Principal Data Engineer,https://wuzzuf.net/jobs/p/g/6aCUsgbuzMXL-Principal-Data-Engineer-Integrant-Inc-Cairo-Egypt,Full Time,"Integrant, Inc. -","Cairo, Egypt "
Data Governance Lead,https://wuzzuf.net/jobs/p/g/iVxXiIGhsHwx-Data-Governance-Lead-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Academic Data Analyst (British school experience),https://wuzzuf.net/jobs/p/g/EJTEI49zFrFt-Academic-Data-Analyst-British-school-experience-Hub-Recruitment-LTD-Dubai-United-Arab-Emirates,Full Time,Hub Recruitment LTD -,"Dubai, United Arab Emirates "
Senior Data Scientist,https://wuzzuf.net/jobs/p/g/EWKKslZ1okAi-Senior-Data-Scientist-Siemens-Digital-Industries-Software-Cairo-Egypt,Full Time,Siemens Digital Industries Software -,"Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/g/uTni26Q9bYES-Data-Analyst-Peroptyx-Riyadh-Saudi-Arabia,Freelance / Project,Peroptyx -,"Riyadh, Saudi Arabia "
Decision Support System Developer,https://wuzzuf.net/jobs/p/tMLmwkxo7y36-Decision-Support-System-Developer-SEMARTI-Jeddah-Saudi-Arabia,Freelance / ProjectRemote,SEMARTI -,"Jeddah, Saudi Arabia "
Urgent Hiring for Data Analyst,https://wuzzuf.net/jobs/p/g/4luY2yyjTps2-Urgent-Hiring-for-Data-Analyst-PRIME-IMMIGRATION-LTD-Dubai-United-Arab-Emirates,Full Time,PRIME IMMIGRATION LTD -,"Dubai, United Arab Emirates "
Freelance Data Analytics Instructor - Kingdom of Saudi Arabia (Part Time/Flexible),https://wuzzuf.net/jobs/p/g/OC7SZ1Dv23g9-Freelance-Data-Analytics-Instructor---Kingdom-of-Saudi-Arabia-Part-TimeFlexible-Learning-Tree-International-Riyadh-Saudi-Arabia,Part Time,Learning Tree International -,"Riyadh, Saudi Arabia "
Data Management & Business Intelligence Director,https://wuzzuf.net/jobs/p/g/nSCdHjyUQ7VC-Data-Management-Business-Intelligence-Director-Splonline-Riyadh-Saudi-Arabia,Full Time,Splonline -,"Riyadh, Saudi Arabia "
Data Engineer,https://wuzzuf.net/jobs/p/g/2lFEVBTUgcWU-Data-Engineer-Denodo-Riyadh-Saudi-Arabia,Full Time,Denodo -,"Riyadh, Saudi Arabia "
Master Data Specialist,https://wuzzuf.net/jobs/p/g/QvJ3dyOLNwLl-Master-Data-Specialist-Grifols-Egypt-for-Plasma-Derivatives-GEPD-Cairo-Egypt,Full Time,Grifols Egypt for Plasma Derivatives (GEPD) -,"Cairo, Egypt "
Analyst – Data Privacy,https://wuzzuf.net/jobs/p/g/oVy8bo5iPVfg-Analyst-–-Data-Privacy-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,Full Time,Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates "
Data Engineer,https://wuzzuf.net/jobs/p/g/NBY4GYworrAx-Data-Engineer-Petrofac-Dubai-United-Arab-Emirates,Full Time,Petrofac -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/Gyby62qTBrKz-Data-Analyst-High5-Dubai-United-Arab-Emirates,Full Time,High5 -,"Dubai, United Arab Emirates "
Data Scientist,https://wuzzuf.net/jobs/p/g/kt5PZTOa0wlb-Data-Scientist-High5-Dubai-United-Arab-Emirates,Full Time,High5 -,"Dubai, United Arab Emirates "
Junior Data Anaylst,https://wuzzuf.net/jobs/p/g/YYxDicgMzt2g-Junior-Data-Anaylst-DXC-Technology-Cairo-Egypt,Full Time,DXC Technology -,"Cairo, Egypt "
"Global Head, Data & Digital Operations; J&J MedTech Digital",https://wuzzuf.net/jobs/p/g/HVJSc2nushXP-Global-Head-Data-Digital-Operations-JJ-MedTech-Digital-Johnson-Johnson-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson -,"Dubai, United Arab Emirates "
Data Engineer,https://wuzzuf.net/jobs/p/g/T2zPqb86B4IR-Data-Engineer-ADIV-Human-Resources-Consultancy-L-L-C-Dubai-United-Arab-Emirates,Full Time,"ADIV Human Resources Consultancy, L.L.C -","Dubai, United Arab Emirates "
Azure Solution Architect -Azure Data Analytics,https://wuzzuf.net/jobs/p/g/m2ypV4F3o0yw-Azure-Solution-Architect--Azure-Data-Analytics-SoftwareOne-Dubai-United-Arab-Emirates,Full Time,SoftwareOne -,"Dubai, United Arab Emirates "
"Head of Data Engineering and Analytics Alexandria , VA",https://wuzzuf.net/jobs/p/g/0pWb0McRaBxF-Head-of-Data-Engineering-and-Analytics-Alexandria-VA-Core4ce-LLC-Alexandria-Egypt,Full Time,Core4ce LLC -,"Alexandria, Egypt "
Data Scientist - Operations Research,https://wuzzuf.net/jobs/p/g/rLctVgZRqgja-Data-Scientist---Operations-Research-Ahoy-Dubai-United-Arab-Emirates,Full Time,Ahoy -,"Dubai, United Arab Emirates "
Business Analyst - Data Analytics,https://wuzzuf.net/jobs/p/g/WTUUr4qhPcS9-Business-Analyst---Data-Analytics-Halian-Dubai-United-Arab-Emirates,Full Time,Halian -,"Dubai, United Arab Emirates "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/IYlKC7c6ldCd-Senior-Data-Analyst-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
Lead Data Engineer,https://wuzzuf.net/jobs/p/g/QhpTE5czyBVb-Lead-Data-Engineer-Integrant-Inc-Cairo-Egypt,Full Time,"Integrant, Inc. -","Cairo, Egypt "
Principal Data Center Design Electrical Engineer,https://wuzzuf.net/jobs/p/g/0J0Q6WCH7IGr-Principal-Data-Center-Design-Electrical-Engineer-Oracle-Dubai-United-Arab-Emirates,Full Time,Oracle -,"Dubai, United Arab Emirates "
HR Data Scientist | Group HR,https://wuzzuf.net/jobs/p/g/20khihh9Xol8-HR-Data-Scientist-Group-HR-Al-Futtaim-Health-Dubai-United-Arab-Emirates,Full Time,Al-Futtaim Health -,"Dubai, United Arab Emirates "
Senior Data Engineer,https://wuzzuf.net/jobs/p/g/mzoJgIAbkLsd-Senior-Data-Engineer-DXC-Technology-Cairo-Egypt,Full Time,DXC Technology -,"Cairo, Egypt "
Data Analyst,https://wuzzuf.net/jobs/p/g/u4zEoEtoJ0ne-Data-Analyst-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
Business Intelligence Developer / Data Management Engineer,https://wuzzuf.net/jobs/p/g/Kx2a6MSttapd-Business-Intelligence-Developer-Data-Management-Engineer-Prometeia-Cairo-Egypt,Full Time,Prometeia -,"Cairo, Egypt "
Software Engineer II - Python & Data,https://wuzzuf.net/jobs/p/g/nUSQn2m30VVz-Software-Engineer-II---Python-Data-TalPods-Cairo-Egypt,Full Time,TalPods -,"Cairo, Egypt "
Data Center Engineering Operations Internship - UAE National Only - Testing V2 Feed,https://wuzzuf.net/jobs/p/g/vXALGb1PZtwW-Data-Center-Engineering-Operations-Internship---UAE-National-Only---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
"Data Center Project Manager - UAE National Only, Critical Projects Implementation (CPI) - Testing V2 Feed",https://wuzzuf.net/jobs/p/g/kU71HvvpUZXn-Data-Center-Project-Manager---UAE-National-Only-Critical-Projects-Implementation-CPI---Testing-V2-Feed-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Data Entry Specialist,https://wuzzuf.net/jobs/p/g/K6Mg3Rryze5x-Data-Entry-Specialist-Hatchfit-Physiotherapy-Clinic-Dubai-United-Arab-Emirates,Full Time,Hatchfit Physiotherapy Clinic -,"Dubai, United Arab Emirates "
Data Scientist,https://wuzzuf.net/jobs/p/g/FtOX9MywPuxL-Data-Scientist-SupportFinity™-Cairo-Egypt,Full Time,SupportFinity™ -,"Cairo, Egypt "
Sr Data Engineer,https://wuzzuf.net/jobs/p/g/X7AdPMIO66VS-Sr-Data-Engineer-InfoVision-Inc-Dubai-United-Arab-Emirates,Full Time,InfoVision Inc. -,"Dubai, United Arab Emirates "
Data management/ BI consultant,https://wuzzuf.net/jobs/p/g/NM6arL3mPL2W-Data-management-BI-consultant-Araamis-•-أرامس-Riyadh-Saudi-Arabia,Freelance / Project,Araamis • أرامس -,"Riyadh, Saudi Arabia "
"Associate Director Data, Digital & IT – Site",https://wuzzuf.net/jobs/p/g/DGDRGbsE94yP-Associate-Director-Data-Digital-IT-–-Site-Novartis-Cairo-Egypt,Full Time,Novartis -,"Cairo, Egypt "
DATA MIGRATION,https://wuzzuf.net/jobs/p/g/NTLNiABmVCIH-DATA-MIGRATION-Duncan-Ross-Consulting-Dubai-United-Arab-Emirates,Full Time,Duncan & Ross Consulting -,"Dubai, United Arab Emirates "
Data Analyst,https://wuzzuf.net/jobs/p/g/Z8eNoEIdKXyb-Data-Analyst-Metropolitan-Group-Abu-Dhabi-United-Arab-Emirates,Full Time,Metropolitan Group -,"Abu Dhabi, United Arab Emirates "
Chinese Speaking Data Analyst (Dubai/Batumi),https://wuzzuf.net/jobs/p/g/jz5FxpHK4uWk-Chinese-Speaking-Data-Analyst-DubaiBatumi-Recruiter4You-Dubai-United-Arab-Emirates,Full Time,Recruiter4You -,"Dubai, United Arab Emirates "
Data Statistics Expert,https://wuzzuf.net/jobs/p/g/hzINmPXHmEjU-Data-Statistics-Expert-The-Professionals-Riyadh-Saudi-Arabia,Full Time,The Professionals -,"Riyadh, Saudi Arabia "
Senior Data Scientist,https://wuzzuf.net/jobs/p/g/NuqjjurmxEVr-Senior-Data-Scientist-KPMG-Lower-Gulf-Dubai-United-Arab-Emirates,Full Time,KPMG Lower Gulf -,"Dubai, United Arab Emirates "
Data Analysis,https://wuzzuf.net/jobs/p/g/O5pVVHzYVwDd-Data-Analysis-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
Growth Data Analyst,https://wuzzuf.net/jobs/p/g/YYgamQUSISd3-Growth-Data-Analyst-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
"Manager, Data Products",https://wuzzuf.net/jobs/p/g/vMgMNnwPqOMf-Manager-Data-Products-ROSHN-l-روشن-Riyadh-Saudi-Arabia,Full Time,ROSHN l روشن -,"Riyadh, Saudi Arabia "
Data Analysis/Modeling Manager,https://wuzzuf.net/jobs/p/g/H81Ovb7buRHA-Data-AnalysisModeling-Manager-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
AMET Data Analytics Lead,https://wuzzuf.net/jobs/p/g/O9uqx6lkXsf8-AMET-Data-Analytics-Lead-LIPTON-Teas-and-Infusions-Cairo-Egypt,Full Time,LIPTON Teas and Infusions -,"Cairo, Egypt "
Data Protection Governance,https://wuzzuf.net/jobs/p/g/0oMkSdAifqbl-Data-Protection-Governance-GatedTalent---Connecting-Top-Executive-Search-Firms-And-Executives-Dubai-United-Arab-Emirates,Full Time,GatedTalent - Connecting Top Executive Search Firms And Executives -,"Dubai, United Arab Emirates "
Data Center Engineering Operations Internship - UAE National Only,https://wuzzuf.net/jobs/p/g/OXb3xCDGILYG-Data-Center-Engineering-Operations-Internship---UAE-National-Only-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
"Data Center Project Manager - UAE National Only, Critical Projects Implementation (CPI)",https://wuzzuf.net/jobs/p/g/SnXvDbOtop3z-Data-Center-Project-Manager---UAE-National-Only-Critical-Projects-Implementation-CPI-Amazon-Web-Services-AWS-Dubai-United-Arab-Emirates,Full Time,Amazon Web Services (AWS) -,"Dubai, United Arab Emirates "
Data & Analytics Middle East Relationship Manager,https://wuzzuf.net/jobs/p/g/qnmvFTFVprre-Data-Analytics-Middle-East-Relationship-Manager-BNY-Mellon-Dubai-United-Arab-Emirates,Full Time,BNY Mellon -,"Dubai, United Arab Emirates "
Data and MLOps Engineer,https://wuzzuf.net/jobs/p/g/K3PrO0x0cU2t-Data-and-MLOps-Engineer-Valify-Solutions-Cairo-Egypt,Full Time,Valify Solutions -,"Cairo, Egypt "
Data & Analytics Strategy Manager,https://wuzzuf.net/jobs/p/g/zwt0gHh9dQkd-Data-Analytics-Strategy-Manager-dentsu-Dubai-United-Arab-Emirates,Full Time,dentsu -,"Dubai, United Arab Emirates "
Chinese Speaking Data Engineer (Dubai/Batumi),https://wuzzuf.net/jobs/p/g/LCOelHfKQpo2-Chinese-Speaking-Data-Engineer-DubaiBatumi-Recruiter4You-Dubai-United-Arab-Emirates,Full Time,Recruiter4You -,"Dubai, United Arab Emirates "
Data Scientist/Analyst - Alula,https://wuzzuf.net/jobs/p/g/rloKnbjRxSmg-Data-ScientistAnalyst---Alula-EF-Education-Riyadh-Saudi-Arabia,Full Time,EF Education -,"Riyadh, Saudi Arabia "
Data & BI Engineer,https://wuzzuf.net/jobs/p/g/srd95Veqg3VG-Data-BI-Engineer-Global-Payments-Inc-Dubai-United-Arab-Emirates,Full Time,Global Payments Inc. -,"Dubai, United Arab Emirates "
Senior Data Processor,https://wuzzuf.net/jobs/p/g/keBBW8mmovvx-Senior-Data-Processor-UTEC-Dubai-United-Arab-Emirates,Full Time,UTEC -,"Dubai, United Arab Emirates "
Senior Data Analyst,https://wuzzuf.net/jobs/p/g/dPMg1u7PKF8t-Senior-Data-Analyst-Skill-Farm-Riyadh-Saudi-Arabia,Full Time,Skill Farm -,"Riyadh, Saudi Arabia "
Data & Analytics Officer,https://wuzzuf.net/jobs/p/g/lEmgbkRMYPOT-Data-Analytics-Officer-Tabuk-Pharmaceuticals-Riyadh-Saudi-Arabia,Full Time,Tabuk Pharmaceuticals -,"Riyadh, Saudi Arabia "
Consulting | AI&Data | Data Engineer Senior Consultant,https://wuzzuf.net/jobs/p/g/IPioxPOf0QvE-Consulting-AIData-Data-Engineer-Senior-Consultant-Deloitte-Consulting-Dubai-United-Arab-Emirates,Full Time,Deloitte Consulting -,"Dubai, United Arab Emirates "
Data Scientist/Analyst - Alula,https://wuzzuf.net/jobs/p/g/ITJQsDr6RWHe-Data-ScientistAnalyst---Alula-EF-International-Language-Campuses-Riyadh-Saudi-Arabia,Full Time,EF International Language Campuses -,"Riyadh, Saudi Arabia "
Data Scientist -uae,https://wuzzuf.net/jobs/p/g/27uXHaGLyGGw-Data-Scientist--uae-archcorp-Dubai-United-Arab-Emirates,Full Time,archcorp -,"Dubai, United Arab Emirates "
Consulting | AI&Data | Platform Architect,https://wuzzuf.net/jobs/p/g/Xh7IeqvIxS2G-Consulting-AIData-Platform-Architect-Deloitte-Consulting-Dubai-United-Arab-Emirates,Full Time,Deloitte Consulting -,"Dubai, United Arab Emirates "
Junior B2C Data Analyst - E-commerce,https://wuzzuf.net/jobs/p/g/Co1uAMG8RqQr-Junior-B2C-Data-Analyst---E-commerce-Al-Ahram-Beverages-Company-Cairo-Egypt,Full Time,Al Ahram Beverages Company -,"Cairo, Egypt "
