Title,Link,Job Type,Campany,Location
Channel Account Manager - UAE,https://wuzzuf.net/jobs/p/g/a1UDPLoUqWvB-Channel-Account-Manager---UAE-Imagicle-Dubai-United-Arab-Emirates,Full Time,Imagicle -,"Dubai, United Arab Emirates "
Account Manager (FTC - 12 months),https://wuzzuf.net/jobs/p/g/s5cFCWG9k0gK-Account-Manager-FTC---12-months-Oliver-UK-Group-Dubai-United-Arab-Emirates,Full Time,Oliver UK Group -,"Dubai, United Arab Emirates "
Account Manager (FTC - 12 months),https://wuzzuf.net/jobs/p/g/hzIeMzSm0ZSC-Account-Manager-FTC---12-months-OLIVER-Agency-Dubai-United-Arab-Emirates,Freelance / Project,OLIVER Agency -,"Dubai, United Arab Emirates "
Account Manager,https://wuzzuf.net/jobs/p/g/nhuNHWF3nkfH-Account-Manager-Carrier-Riyadh-Saudi-Arabia,Full Time,Carrier -,"Riyadh, Saudi Arabia "
Regional Development Manager,https://wuzzuf.net/jobs/p/g/mb5z4d8HPtgp-Regional-Development-Manager-Pearson-Dubai-United-Arab-Emirates,Full Time,Pearson -,"Dubai, United Arab Emirates "
"Graduate Intern - Professional Services Cairo, EG",https://wuzzuf.net/jobs/p/g/G7HL2f1kS0gt-Graduate-Intern---Professional-Services-Cairo-EG-Incorta-Inc-Cairo-Egypt,Full Time,Incorta Inc -,"Cairo, Egypt "
Staff Accountant - Technical services,https://wuzzuf.net/jobs/p/g/nUepIgOvY9MB-Staff-Accountant---Technical-services-Skillsoft-Cairo-Egypt,Full Time,Skillsoft -,"Cairo, Egypt "
EMEA Start up Venture Capital,https://wuzzuf.net/jobs/p/g/983ArMJCsLpZ-EMEA-Start-up-Venture-Capital-Oracle-Dubai-United-Arab-Emirates,Full Time,Oracle -,"Dubai, United Arab Emirates "
"Principal Consultant Technical Implementation Services, Charles River Development, Vice President",https://wuzzuf.net/jobs/p/g/lrTBTibGF22J-Principal-Consultant-Technical-Implementation-Services-Charles-River-Development-Vice-President-Charles-River-Development-Riyadh-Saudi-Arabia,Full Time,Charles River Development -,"Riyadh, Saudi Arabia "
"Senior Counsel, Global Investigations (ME, Africa, Europe)",https://wuzzuf.net/jobs/p/g/bT4Rf8S2CeVr-Senior-Counsel-Global-Investigations-ME-Africa-Europe-GE-Vernova-Dubai-United-Arab-Emirates,Full Time,GE Vernova -,"Dubai, United Arab Emirates "
"Sales Manager, Leisure",https://wuzzuf.net/jobs/p/g/K1EVvWC1X8QI-Sales-Manager-Leisure-Avani-Hotels-and-Resorts-Dubai-United-Arab-Emirates,Full Time,Avani Hotels and Resorts -,"Dubai, United Arab Emirates "
Accounting Manager,https://wuzzuf.net/jobs/p/g/TjF5Ynu2kn6R-Accounting-Manager-iSchool-Cairo-Egypt,Full Time,iSchool -,"Cairo, Egypt "
Enterprise Account Manager,https://wuzzuf.net/jobs/p/g/1Dmkluj1ffAn-Enterprise-Account-Manager-insightsoftware-Dubai-United-Arab-Emirates,Full Time,insightsoftware -,"Dubai, United Arab Emirates "
Recruiting Specialist,https://wuzzuf.net/jobs/p/g/J6cMr2JPJzWH-Recruiting-Specialist-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Strategic Services Sales Manager,https://wuzzuf.net/jobs/p/g/5aet0JQYGSfz-Strategic-Services-Sales-Manager-Fluid-Codes-Dubai-United-Arab-Emirates,Full Time,Fluid Codes -,"Dubai, United Arab Emirates "
"Channel Partner Development Manager-Middle East, Africa, and India",https://wuzzuf.net/jobs/p/g/ZNdg68dzKDJ3-Channel-Partner-Development-Manager-Middle-East-Africa-and-India-Bühler-Group-Dubai-United-Arab-Emirates,Full Time,Bühler Group -,"Dubai, United Arab Emirates "
Product Manager,https://wuzzuf.net/jobs/p/g/Hw3BBN7h6pHN-Product-Manager-Kalasko-Cairo-Egypt,Full Time,Kalasko -,"Cairo, Egypt "
Senior Research Executive (Social Listening),https://wuzzuf.net/jobs/p/g/M5szwbbGdwQ3-Senior-Research-Executive-Social-Listening-Kantar-Cairo-Egypt,Full Time,Kantar -,"Cairo, Egypt "
Accountant - Projects (UAE National only),https://wuzzuf.net/jobs/p/g/N25oIkcOZr3s-Accountant---Projects-UAE-National-only-Presight-Dubai-United-Arab-Emirates,Full Time,Presight -,"Dubai, United Arab Emirates "
Sales Operations Representative,https://wuzzuf.net/jobs/p/g/6CVjjET5SjF9-Sales-Operations-Representative-Saudi-Aramco-Base-Oil-Company-Luberef-Makkah-Saudi-Arabia,Full Time,Saudi Aramco Base Oil Company-Luberef -,"Makkah, Saudi Arabia "
Large Account Manager (LAM),https://wuzzuf.net/jobs/p/g/pWwD3CGms4sE-Large-Account-Manager-LAM-Ziphire-HR-Kuwait-City-Kuwait,Full Time,Ziphire HR -,"Kuwait City, Kuwait "
Regional HR Officer,https://wuzzuf.net/jobs/p/g/8nYPW6gbelYd-Regional-HR-Officer-International-Schools-Partnership---Middle-East-Dubai-United-Arab-Emirates,Full Time,International Schools Partnership - Middle East -,"Dubai, United Arab Emirates "
Tower Lead – Enterprise Service Management,https://wuzzuf.net/jobs/p/g/cqIi1JHkfTKR-Tower-Lead-–-Enterprise-Service-Management-Capgemini-Cairo-Egypt,Full Time,Capgemini -,"Cairo, Egypt "
Energy Engineer | Al Futtaim Engineering | Energy & Sustainability,https://wuzzuf.net/jobs/p/g/SAb5UVqS3uSF-Energy-Engineer-Al-Futtaim-Engineering-Energy-Sustainability-Al-Futtaim-Health-Dubai-United-Arab-Emirates,Full Time,Al-Futtaim Health -,"Dubai, United Arab Emirates "
FFA Options Broker (Dubai),https://wuzzuf.net/jobs/p/g/F1OR48atagDu-FFA-Options-Broker-Dubai-Freight-Investor-Services-Dubai-United-Arab-Emirates,Full Time,Freight Investor Services -,"Dubai, United Arab Emirates "
Content Administrator Executive,https://wuzzuf.net/jobs/p/g/eQvBlh838oRD-Content-Administrator-Executive-CARMA-Cairo-Egypt,Full Time,CARMA -,"Cairo, Egypt "
Demand Planner,https://wuzzuf.net/jobs/p/g/4w1ApSMOv820-Demand-Planner-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Sales Executive (Leisure),https://wuzzuf.net/jobs/p/g/i6V6kT0rmY7c-Sales-Executive-Leisure-Fairmont-Hotels-Resorts-Dubai-United-Arab-Emirates,Full Time,Fairmont Hotels & Resorts -,"Dubai, United Arab Emirates "
Sales Development officer,https://wuzzuf.net/jobs/p/g/qggmOA3CIbRY-Sales-Development-officer-QUANT-Riyadh-Saudi-Arabia,Full Time,QUANT -,"Riyadh, Saudi Arabia "
HR Analyst | Al Futtaim Automotive,https://wuzzuf.net/jobs/p/g/vZdnn1ZSPlC2-HR-Analyst-Al-Futtaim-Automotive-Al-Futtaim-Health-Dubai-United-Arab-Emirates,Full Time,Al-Futtaim Health -,"Dubai, United Arab Emirates "
Finance & Insurance Manager | Al Futtaim Automotive | Electric Mobility | Dammam,https://wuzzuf.net/jobs/p/g/8w5h7sG4iJaN-Finance-Insurance-Manager-Al-Futtaim-Automotive-Electric-Mobility-Dammam-Al-Futtaim-Health-Riyadh-Saudi-Arabia,Full Time,Al-Futtaim Health -,"Riyadh, Saudi Arabia "
Sales Account Manager,https://wuzzuf.net/jobs/p/g/27O8ZtbkLi6p-Sales-Account-Manager-Automation-Anywhere-Dubai-United-Arab-Emirates,Full Time,Automation Anywhere -,"Dubai, United Arab Emirates "
"Manager, Field Operations B2B",https://wuzzuf.net/jobs/p/g/8IaC7suuemr5-Manager-Field-Operations-B2B-Nissan-Motor-Corporation-Makkah-Saudi-Arabia,Full Time,Nissan Motor Corporation -,"Makkah, Saudi Arabia "
Senior Sales Manager,https://wuzzuf.net/jobs/p/g/RA832LAnRL8i-Senior-Sales-Manager-ESP-Recruitment-London-Events-Dubai-United-Arab-Emirates,Full Time,ESP Recruitment London (Events) -,"Dubai, United Arab Emirates "
Brand & Communications Specialist (MEKSA),https://wuzzuf.net/jobs/p/g/VfkjkEFYPQEX-Brand-Communications-Specialist-MEKSA-bp-Dubai-United-Arab-Emirates,Full Time,bp -,"Dubai, United Arab Emirates "
HVAC Sales Engineer | Retail | LG | UAE,https://wuzzuf.net/jobs/p/g/u2gN3e8cjm9T-HVAC-Sales-Engineer-Retail-LG-UAE-Al-Futtaim-Health-Dubai-United-Arab-Emirates,Full Time,Al-Futtaim Health -,"Dubai, United Arab Emirates "
Commercial Manager,https://wuzzuf.net/jobs/p/g/sVvBCRIbI8Lk-Commercial-Manager-AtkinsRéalis-Dubai-United-Arab-Emirates,Full Time,AtkinsRéalis -,"Dubai, United Arab Emirates "
CEO - Layer 1 DeFi and AI Project - Huge Investment Backing - Remote - db,https://wuzzuf.net/jobs/p/g/7qXTTCKPFJx5-CEO---Layer-1-DeFi-and-AI-Project---Huge-Investment-Backing---Remote---db-CryptoRecruit-Dubai-United-Arab-Emirates,Full Time,CryptoRecruit -,"Dubai, United Arab Emirates "
AI Training for Saudi Arabic Writers,https://wuzzuf.net/jobs/p/g/CnmnUEWLlU5u-AI-Training-for-Saudi-Arabic-Writers-Remotasks-Riyadh-Saudi-Arabia,Freelance / Project,Remotasks -,"Riyadh, Saudi Arabia "
Finance Manager (MIS),https://wuzzuf.net/jobs/p/g/5y29n15tMjiJ-Finance-Manager-MIS-JOH-Partners-Riyadh-Saudi-Arabia,Full Time,JOH Partners -,"Riyadh, Saudi Arabia "
Warehouse Accounting Specialist/ Barageel,https://wuzzuf.net/jobs/p/g/Qm6r0tLijiYk-Warehouse-Accounting-Specialist-Barageel-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Warehouse Accounting Specialist/ El Marg,https://wuzzuf.net/jobs/p/g/3RvEscVZOWgY-Warehouse-Accounting-Specialist-El-Marg-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Account Manager - Dubai,https://wuzzuf.net/jobs/p/g/NQ1LAYLXW07C-Account-Manager---Dubai-Qatar-Airways-Dubai-United-Arab-Emirates,Full Time,Qatar Airways -,"Dubai, United Arab Emirates "
Meeting & Events Specialist,https://wuzzuf.net/jobs/p/g/kyrgSEJn9c7O-Meeting-Events-Specialist-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Inside Sales Representative,https://wuzzuf.net/jobs/p/g/WcdABGHIVRHb-Inside-Sales-Representative-Fluid-Codes-Cairo-Egypt,Full Time,Fluid Codes -,"Cairo, Egypt "
Online Executive,https://wuzzuf.net/jobs/p/g/NT0BeB2KT7Fj-Online-Executive-Collars-Cairo-Egypt,Full Time,Collars -,"Cairo, Egypt "
Growth Data Analyst,https://wuzzuf.net/jobs/p/g/YYgamQUSISd3-Growth-Data-Analyst-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Financial Institutions Group Sales Associate,https://wuzzuf.net/jobs/p/g/snKBeFA9mJyS-Financial-Institutions-Group-Sales-Associate-JPMorgan-Chase-Co-Dubai-United-Arab-Emirates,Full Time,JPMorgan Chase & Co. -,"Dubai, United Arab Emirates "
Senior Account Manager,https://wuzzuf.net/jobs/p/g/XhDmPPLoVkdY-Senior-Account-Manager-Strattmont-Dubai-United-Arab-Emirates,Full Time,Strattmont -,"Dubai, United Arab Emirates "
"Specialist, Sales & Marketing Planning Job",https://wuzzuf.net/jobs/p/g/Uk6ir2VcdnoI-Specialist-Sales-Marketing-Planning-Job-Tasnee-Riyadh-Saudi-Arabia,Full Time,Tasnee -,"Riyadh, Saudi Arabia "
Sales Engineer,https://wuzzuf.net/jobs/p/g/9x6ohP2MrtUA-Sales-Engineer-Adecco-Dubai-United-Arab-Emirates,Full Time,Adecco -,"Dubai, United Arab Emirates "
Brand Manager,https://wuzzuf.net/jobs/p/g/5Z29PUVUBJBL-Brand-Manager-MaxAB-Cairo-Egypt,Full Time,MaxAB -,"Cairo, Egypt "
Account Executive,https://wuzzuf.net/jobs/p/g/GkNBJxKNsxFT-Account-Executive-Snowflake-Dubai-United-Arab-Emirates,Full Time,Snowflake -,"Dubai, United Arab Emirates "
e-Commerce Retail User Experience Tester,https://wuzzuf.net/jobs/p/g/1hAjEoWqH7im-e-Commerce-Retail-User-Experience-Tester-Centific-Dubai-United-Arab-Emirates,Part Time,Centific -,"Dubai, United Arab Emirates "
"Strategy Analyst - Accenture Trading, Investment and Optimization",https://wuzzuf.net/jobs/p/g/C4RDvFWa2Os6-Strategy-Analyst---Accenture-Trading-Investment-and-Optimization-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Health Representative Hospital,https://wuzzuf.net/jobs/p/g/6zaQbWC6LWDT-Health-Representative-Hospital-Pfizer-Makkah-Saudi-Arabia,Full Time,Pfizer -,"Makkah, Saudi Arabia "
Head of Strategic Insights Middle East / Near (H/F),https://wuzzuf.net/jobs/p/g/Sy2ncnkLiCto-Head-of-Strategic-Insights-Middle-East-Near-HF-Bel-Dubai-United-Arab-Emirates,Full Time,Bel -,"Dubai, United Arab Emirates "
Fleet Sales Consultant,https://wuzzuf.net/jobs/p/g/qIOTqO1acLtS-Fleet-Sales-Consultant-Arabian-Automobiles-Co-LLC-Dubai-United-Arab-Emirates,Full Time,Arabian Automobiles Co. LLC -,"Dubai, United Arab Emirates "
Technology Strategy/Enterprise Architect- Manager,https://wuzzuf.net/jobs/p/g/Xn83bf8jH4WU-Technology-StrategyEnterprise-Architect--Manager-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/qgQ0JAewSQfw-Product-Specialist---Immunology-Johnson-Johnson-Innovative-Medicine-Brasil-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson Innovative Medicine Brasil -,"Dubai, United Arab Emirates "
Sales Executive,https://wuzzuf.net/jobs/p/g/tt6CnsJ5DoMN-Sales-Executive-Transmed-Dubai-United-Arab-Emirates,Full Time,Transmed -,"Dubai, United Arab Emirates "
Software Solutions Executive,https://wuzzuf.net/jobs/p/g/LT4Pr9cJ9y2D-Software-Solutions-Executive-CARMA-Cairo-Egypt,Full Time,CARMA -,"Cairo, Egypt "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/8ORG7gVcgNph-Product-Specialist---Immunology-Johnson-Johnson-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson -,"Dubai, United Arab Emirates "
Sales,https://wuzzuf.net/jobs/p/g/dJQ934GcF2Wq-Sales-TFORCE---Technology-Force-of-Communication-and-Information-Technology-Riyadh-Saudi-Arabia,Full Time,TFORCE - Technology Force of Communication and Information Technology -,"Riyadh, Saudi Arabia "
Senior Product Manager,https://wuzzuf.net/jobs/p/g/hNmgLY5xrRJf-Senior-Product-Manager-Presight-Dubai-United-Arab-Emirates,Full Time,Presight -,"Dubai, United Arab Emirates "
Sales Manager - Yanbu,https://wuzzuf.net/jobs/p/g/tSzOjwWJTjrc-Sales-Manager---Yanbu-Emerson-Riyadh-Saudi-Arabia,Full Time,Emerson -,"Riyadh, Saudi Arabia "
Financial Reporting Team Lead,https://wuzzuf.net/jobs/p/g/aiJE4qDrKfSn-Financial-Reporting-Team-Lead-Mozn-Riyadh-Saudi-Arabia,Full Time,Mozn -,"Riyadh, Saudi Arabia "
Graduate Trainee - UAE National,https://wuzzuf.net/jobs/p/g/XokXXWQSDbZc-Graduate-Trainee---UAE-National-Hill-Knowlton-Dubai-United-Arab-Emirates,Full Time,Hill & Knowlton -,"Dubai, United Arab Emirates "
Product Specialist - Immunology,https://wuzzuf.net/jobs/p/g/cVZSOmQUutHX-Product-Specialist---Immunology-Johnson-Johnson-Dubai-United-Arab-Emirates,Full Time,Johnson & Johnson -,"Dubai, United Arab Emirates "
Executive Manager – Commercial Banking Risk Policy,https://wuzzuf.net/jobs/p/g/Bf80wAzWB1OT-Executive-Manager-–-Commercial-Banking-Risk-Policy-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,Full Time,Abu Dhabi Commercial Bank -,"Dubai, United Arab Emirates "
Executive Assistant,https://wuzzuf.net/jobs/p/g/WQKexMVsYgsQ-Executive-Assistant-Pentavalue-Cairo-Egypt,Full Time,Pentavalue -,"Cairo, Egypt "
System Administrator,https://wuzzuf.net/jobs/p/g/mzEcyDr84EZo-System-Administrator-Saic-Qatif-Saudi-Arabia,Full Time,Saic -,"Qatif, Saudi Arabia "
Commercial Associate - KSA,https://wuzzuf.net/jobs/p/g/EKvyyI1ler4d-Commercial-Associate---KSA-Aspen-Pharma-Group-Riyadh-Saudi-Arabia,Full Time,Aspen Pharma Group -,"Riyadh, Saudi Arabia "
Employee Relations Specialist,https://wuzzuf.net/jobs/p/g/umOSQA31ZLR3-Employee-Relations-Specialist-Maids-cc-Dubai-United-Arab-Emirates,Full Time,Maids.cc -,"Dubai, United Arab Emirates "
Administrative Assistant,https://wuzzuf.net/jobs/p/g/JIFjt9ST2csO-Administrative-Assistant-AtkinsRéalis-Riyadh-Saudi-Arabia,Full Time,AtkinsRéalis -,"Riyadh, Saudi Arabia "
"Group Account Director, Corporate Communications",https://wuzzuf.net/jobs/p/g/Kw6ire7icvIC-Group-Account-Director-Corporate-Communications-Hill-Knowlton-Dubai-United-Arab-Emirates,Full Time,Hill & Knowlton -,"Dubai, United Arab Emirates "
Strategy Principal Director,https://wuzzuf.net/jobs/p/g/Fnn6sveQVs3p-Strategy-Principal-Director-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Sales and Services Analyst,https://wuzzuf.net/jobs/p/g/S2wZ9SXdHq5X-Sales-and-Services-Analyst-Accenture-Riyadh-Saudi-Arabia,Full Time,Accenture -,"Riyadh, Saudi Arabia "
Marketing & Communications Specialist,https://wuzzuf.net/jobs/p/g/6jhkM9InVYZj-Marketing-Communications-Specialist-Jacobs-Engineering-Group-Inc-Riyadh-Saudi-Arabia,Full Time,Jacobs Engineering Group Inc -,"Riyadh, Saudi Arabia "
Sales & Project Engineer (Saudi National),https://wuzzuf.net/jobs/p/g/IMBtIUNKVfj6-Sales-Project-Engineer-Saudi-National-Pini-Group-Riyadh-Saudi-Arabia,Full Time,Pini Group -,"Riyadh, Saudi Arabia "
Account Manager,https://wuzzuf.net/jobs/p/g/85Lq7za5P83l-Account-Manager-Elev8-Education-Doha-Qatar,Full Time,Elev8 Education -,"Doha, Qatar "
Assisting HR Coordinator - Riyadh,https://wuzzuf.net/jobs/p/g/nlqr0yjDhXIf-Assisting-HR-Coordinator---Riyadh-EF-Education-Riyadh-Saudi-Arabia,Full Time,EF Education -,"Riyadh, Saudi Arabia "
Human Resources (HR) Manager,https://wuzzuf.net/jobs/p/g/1h0SehweSWuL-Human-Resources-HR-Manager-Lucidya-Riyadh-Saudi-Arabia,Full Time,Lucidya -,"Riyadh, Saudi Arabia "
"Specialist, Well Integrity (Downhole & Flow Assurance)",https://wuzzuf.net/jobs/p/g/ilGq0VlSlPfG-Specialist-Well-Integrity-Downhole-Flow-Assurance-ADNOC-Group-Dubai-United-Arab-Emirates,Full Time,ADNOC Group -,"Dubai, United Arab Emirates "
Sales Manager - HVAC,https://wuzzuf.net/jobs/p/g/3rCbK8Tsm050-Sales-Manager---HVAC-AW-Connect-Dubai-United-Arab-Emirates,Full Time,AW Connect -,"Dubai, United Arab Emirates "
Regional Sales - Middle East,https://wuzzuf.net/jobs/p/g/g7NtIUKwdUQm-Regional-Sales---Middle-East-LRQA-Dubai-United-Arab-Emirates,Full Time,LRQA -,"Dubai, United Arab Emirates "
Group Account Director,https://wuzzuf.net/jobs/p/g/vnZIN9aH1357-Group-Account-Director-Hill-Knowlton-Riyadh-Saudi-Arabia,Full Time,Hill & Knowlton -,"Riyadh, Saudi Arabia "
Assisting HR Coordinator - Riyadh,https://wuzzuf.net/jobs/p/g/fqviFUjlwadM-Assisting-HR-Coordinator---Riyadh-EF-International-Language-Campuses-Riyadh-Saudi-Arabia,Full Time,EF International Language Campuses -,"Riyadh, Saudi Arabia "
Director of Digital Transformation (UAE Nationals Only),https://wuzzuf.net/jobs/p/g/e9wB8DspZAAt-Director-of-Digital-Transformation-UAE-Nationals-Only-Trans-Skills-LLC-Dubai-United-Arab-Emirates,Full Time,Trans Skills LLC -,"Dubai, United Arab Emirates "
Sales Executive,https://wuzzuf.net/jobs/p/g/jGUTwpuPo9KM-Sales-Executive-FIS-Riyadh-Saudi-Arabia,Full Time,FIS -,"Riyadh, Saudi Arabia "
"Regional Channel Manager, Enterprise Informatics Growth Region",https://wuzzuf.net/jobs/p/g/Fm5ibNP7Bkgq-Regional-Channel-Manager-Enterprise-Informatics-Growth-Region-Philips-Dubai-United-Arab-Emirates,Full Time,Philips -,"Dubai, United Arab Emirates "
Outbound Partner Development (Sales) - Dubai,https://wuzzuf.net/jobs/p/g/P7BzTRz7rIDH-Outbound-Partner-Development-Sales---Dubai-Odoo-Dubai-United-Arab-Emirates,Full Time,Odoo -,"Dubai, United Arab Emirates "
Legal Secretary,https://wuzzuf.net/jobs/p/g/633N3hFAg0Zw-Legal-Secretary-MENA-Recruit-Dubai-United-Arab-Emirates,Full Time,MENA Recruit -,"Dubai, United Arab Emirates "
Chief Financial Officer,https://wuzzuf.net/jobs/p/g/Ckj6VCqj49wJ-Chief-Financial-Officer-Pizza-Hut--Middle-East-Pakistan-Dubai-United-Arab-Emirates,Full Time,Pizza Hut- Middle East & Pakistan -,"Dubai, United Arab Emirates "
Senior Associate - Development,https://wuzzuf.net/jobs/p/g/NB3baOmlP0Fs-Senior-Associate---Development-ALDAR-Dubai-United-Arab-Emirates,Full Time,ALDAR -,"Dubai, United Arab Emirates "
Procurement Operations Associate Manager,https://wuzzuf.net/jobs/p/g/5n1u5beEgymF-Procurement-Operations-Associate-Manager-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Sales Capture Associate Director,https://wuzzuf.net/jobs/p/g/3QppvV6FXtiE-Sales-Capture-Associate-Director-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Security Delivery Specialist,https://wuzzuf.net/jobs/p/g/JujdCKDlHPYO-Security-Delivery-Specialist-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
"Partner Marketing Manager, MENAT",https://wuzzuf.net/jobs/p/g/17NiJYuoPWP4-Partner-Marketing-Manager-MENAT-NVIDIA-Dubai-United-Arab-Emirates,Full Time,NVIDIA -,"Dubai, United Arab Emirates "
QNB2713-Broker High Net-Worth Individuals,https://wuzzuf.net/jobs/p/g/WrksRxcjfBVF-QNB2713-Broker-High-Net-Worth-Individuals-QNB-Group-Doha-Qatar,Full Time,QNB Group -,"Doha, Qatar "
LGM Framework Change - Arab World,https://wuzzuf.net/jobs/p/g/lnDLe9mG07VM-LGM-Framework-Change---Arab-World-Ashoka-Cairo-Egypt,Full Time,Ashoka -,"Cairo, Egypt "
"Strategy Consultant (Trading, Investments & Optimization)",https://wuzzuf.net/jobs/p/g/VLLuSlw3uvHd-Strategy-Consultant-Trading-Investments-Optimization-Accenture-Middle-East-Dubai-United-Arab-Emirates,Full Time,Accenture Middle East -,"Dubai, United Arab Emirates "
Head of Commercial Operations - METAP & CIS,https://wuzzuf.net/jobs/p/g/qYV69FIdobTC-Head-of-Commercial-Operations---METAP-CIS-Abbott-Healthcare-Products-Ltd-Dubai-United-Arab-Emirates,Full Time,Abbott Healthcare Products Ltd -,"Dubai, United Arab Emirates "
Data Analyst/Scientist - Private Equity,https://wuzzuf.net/jobs/p/g/E1coYIY3PG2x-Data-AnalystScientist---Private-Equity-Skill-Farm-Dubai-United-Arab-Emirates,Full Time,Skill Farm -,"Dubai, United Arab Emirates "
"Legal Counsel, mid-level (Remote)",https://wuzzuf.net/jobs/p/g/O4fWRzFaO5mf-Legal-Counsel-mid-level-Remote-Crystal-Dubai-United-Arab-Emirates,Full Time,Crystal -,"Dubai, United Arab Emirates "
Urgent Hiring Inside Sales Specialist,https://wuzzuf.net/jobs/p/g/I4F6cPdyTe5S-Urgent-Hiring-Inside-Sales-Specialist-LEA-Growing-People-Dubai-United-Arab-Emirates,Part Time,LEA Growing People -,"Dubai, United Arab Emirates "
Service Delivery Operations Lead-Manager,https://wuzzuf.net/jobs/p/g/fC6T1BDptUvV-Service-Delivery-Operations-Lead-Manager-Accenture-Middle-East-Riyadh-Saudi-Arabia,Full Time,Accenture Middle East -,"Riyadh, Saudi Arabia "
Arabic Speaking Sales Manager - Hospitality Technology (Saudi Arabia Based),https://wuzzuf.net/jobs/p/g/IqPX2lFcCFut-Arabic-Speaking-Sales-Manager---Hospitality-Technology-Saudi-Arabia-Based-RateGain-Dubai-United-Arab-Emirates,Full Time,RateGain -,"Dubai, United Arab Emirates "
Head of Recruitment,https://wuzzuf.net/jobs/p/g/pSWUQtK3yA1I-Head-of-Recruitment-Sophia-May-Wealth-Recruitment-Dubai-United-Arab-Emirates,Full Time,Sophia May Wealth Recruitment -,"Dubai, United Arab Emirates "
Arabic Speaking Sales Manager - Hospitality Technology (Saudi Arabia Based),https://wuzzuf.net/jobs/p/g/8Zh1FG44EyLw-Arabic-Speaking-Sales-Manager---Hospitality-Technology-Saudi-Arabia-Based-RateGain-Dubai-United-Arab-Emirates,Full Time,RateGain -,"Dubai, United Arab Emirates "
Operations Associate,https://wuzzuf.net/jobs/p/g/QgwnBhzaUkQg-Operations-Associate-iSchool-Limited-Cairo-Egypt,Full Time,iSchool Limited -,"Cairo, Egypt "
National Sales Manager,https://wuzzuf.net/jobs/p/g/N8NAvbzmSGWx-National-Sales-Manager-Abbott-Healthcare-Products-Ltd-Dubai-United-Arab-Emirates,Full Time,Abbott Healthcare Products Ltd -,"Dubai, United Arab Emirates "
Sales Account Manager GM ME,https://wuzzuf.net/jobs/p/g/VmDXF5ysuGIF-Sales-Account-Manager-GM-ME-Barry-Callebaut-Group-Dubai-United-Arab-Emirates,Full Time,Barry Callebaut Group -,"Dubai, United Arab Emirates "
Sales Development Representative,https://wuzzuf.net/jobs/p/g/VucbfCBYpNve-Sales-Development-Representative-BeyondTrust-Dubai-United-Arab-Emirates,Full Time,BeyondTrust -,"Dubai, United Arab Emirates "
Receptionist / Front Office Agent ( Saudi Only ),https://wuzzuf.net/jobs/p/g/XvLcHWQXfOQB-Receptionist-Front-Office-Agent-Saudi-Only-Swissôtel-Al-Maqam-Makkah-Makkah-Saudi-Arabia,Full Time,Swissôtel Al Maqam Makkah -,"Makkah, Saudi Arabia "
"Analytics Coordinator, HCV",https://wuzzuf.net/jobs/p/g/Gy0sC0fIc84Y-Analytics-Coordinator-HCV-Uber-Cairo-Egypt,Full Time,Uber -,"Cairo, Egypt "
Capital Planner,https://wuzzuf.net/jobs/p/g/418eJV0CyF2X-Capital-Planner-ICM-People-do-Brasil-Riyadh-Saudi-Arabia,Full Time,ICM People do Brasil -,"Riyadh, Saudi Arabia "
Electrician,https://wuzzuf.net/jobs/p/g/lOaEKkZTUpDw-Electrician-Swissôtel-Al-Maqam-Makkah-Dubai-United-Arab-Emirates,Full Time,Swissôtel Al Maqam Makkah -,"Dubai, United Arab Emirates "
Executive Assistant (Globally remote),https://wuzzuf.net/jobs/p/g/HxQeLp2RWkT9-Executive-Assistant-Globally-remote-Amini-Dubai-United-Arab-Emirates,Full Time,Amini -,"Dubai, United Arab Emirates "
Marketing Activation Manager,https://wuzzuf.net/jobs/p/g/BJx3suomNmzV-Marketing-Activation-Manager-Valeo-Cairo-Egypt,Full Time,Valeo -,"Cairo, Egypt "
